País,Conta Bancária,Local,Celular,Tamanho da Família,Idade,Gênero,Relação com Chefe de Família,Estado Civil,Nível Educacional,Tipo de Trabalho
2,Não,2,2,2,24,2,2,2,4,4
2,Não,2,1,2,24,2,3,2,1,7
2,Não,1,2,6,19,1,4,4,1,4
2,Não,1,2,1,40,2,1,2,2,1
2,Não,1,2,1,78,1,1,3,1,1
2,Não,1,1,2,60,1,1,1,1,2
2,Não,1,2,5,25,2,4,4,2,1
2,Não,1,1,2,29,2,2,2,1,2
2,Não,1,1,2,29,1,1,2,3,1
2,Não,2,1,2,21,2,2,2,3,1
2,Sim,1,1,2,30,2,1,1,1,1
2,Não,1,1,1,35,2,1,2,1,1
2,Não,1,2,5,19,1,4,4,2,2
2,Não,1,2,3,16,1,4,4,1,7
2,Sim,2,1,2,33,2,2,2,3,4
2,Não,1,1,2,35,1,1,2,2,1
2,Não,1,1,1,24,1,1,4,1,1
2,Não,1,2,3,75,1,1,2,2,4
2,Não,2,2,3,16,2,4,4,3,4
2,Não,1,2,2,25,2,2,2,1,1
2,Não,1,2,2,28,2,2,2,2,4
2,Não,1,1,3,75,1,1,2,1,1
2,Não,2,1,1,32,2,1,1,4,1
2,Não,1,2,2,37,1,1,4,1,2
2,Não,2,1,4,24,2,4,4,1,4
2,Não,1,2,3,17,2,4,2,1,1
2,Não,2,1,4,18,2,4,4,1,7
2,Sim,2,1,3,37,1,1,2,4,1
2,Não,2,1,3,17,1,4,4,1,4
2,Não,2,2,2,28,2,2,2,1,1
2,Não,1,2,2,19,2,2,2,2,1
2,Não,1,2,1,60,2,1,3,1,2
2,Não,1,2,4,18,2,4,4,4,1
2,Não,2,1,1,24,1,1,4,1,1
2,Não,1,2,4,46,2,2,2,2,9
2,Sim,2,2,5,35,2,2,2,4,7
2,Não,1,1,1,77,2,1,1,1,1
2,Não,1,2,2,38,2,2,2,1,2
2,Sim,2,1,4,46,1,1,2,1,2
2,Não,1,2,5,43,2,2,2,1,1
2,Não,1,1,4,22,1,5,4,3,1
2,Não,2,2,1,38,2,1,3,1,2
2,Não,2,1,3,24,2,4,4,5,4
2,Não,1,1,1,70,2,1,1,1,1
2,Não,1,1,4,21,2,6,2,1,1
2,Não,2,1,2,55,2,1,1,1,1
2,Não,2,1,4,17,2,5,4,1,2
2,Não,2,2,2,22,2,2,2,1,4
2,Não,1,2,3,35,2,5,3,4,2
2,Não,1,1,2,36,1,1,2,1,1
2,Não,1,1,3,60,1,1,1,1,1
2,Não,1,1,3,35,1,1,2,1,1
2,Não,1,2,2,32,2,2,2,1,2
2,Não,2,2,2,35,2,2,2,1,1
2,Não,1,1,1,40,2,1,2,1,1
2,Não,1,1,2,34,1,1,2,1,1
2,Não,2,1,2,27,2,1,2,4,1
2,Não,2,1,2,32,2,4,2,2,1
2,Não,1,1,1,47,1,1,3,1,1
2,Não,1,2,1,80,2,1,3,2,2
2,Não,1,2,5,61,2,1,3,2,2
2,Não,1,2,2,28,2,2,2,1,1
2,Não,1,1,7,30,1,4,2,2,1
2,Não,1,2,3,46,2,2,2,1,2
2,Sim,2,1,2,47,1,1,2,5,6
2,Não,1,1,3,25,2,2,2,4,1
2,Sim,1,1,4,54,1,1,2,1,1
2,Não,1,2,2,21,1,1,2,1,1
2,Não,2,2,3,18,2,3,4,1,1
2,Não,1,1,4,47,1,1,2,1,1
2,Não,1,2,2,38,2,2,2,1,1
2,Sim,2,1,5,19,2,3,4,1,7
2,Não,1,2,2,40,2,1,1,1,2
2,Não,1,2,2,23,2,2,2,2,2
2,Não,1,1,2,35,1,1,2,1,1
2,Não,1,2,2,33,2,2,2,3,4
2,Não,1,1,3,40,1,1,2,1,1
2,Não,1,2,1,68,2,1,3,2,1
2,Não,1,2,1,40,2,1,1,1,1
2,Não,1,1,2,25,1,1,2,1,1
2,Não,1,1,2,20,1,1,2,1,2
2,Não,1,2,2,35,2,2,2,4,1
2,Não,1,2,4,16,1,5,4,1,4
2,Sim,1,1,2,30,1,1,2,4,1
2,Não,1,1,2,40,1,1,2,1,1
2,Sim,2,1,3,56,2,2,2,4,1
2,Não,2,1,2,36,1,1,2,1,1
2,Não,2,1,3,22,2,2,2,4,1
2,Não,1,2,3,18,2,4,4,4,7
2,Não,1,2,2,63,2,1,3,2,1
2,Não,2,1,2,41,2,2,2,1,7
2,Não,2,1,1,68,2,1,1,2,4
2,Não,1,2,4,21,2,4,1,1,2
2,Não,1,2,2,27,2,2,2,1,1
2,Não,1,1,3,67,1,1,2,1,1
2,Não,1,2,2,66,2,2,2,2,1
2,Não,1,1,2,23,2,2,2,4,4
2,Não,1,1,2,36,1,1,1,1,1
2,Não,1,1,1,35,2,1,1,1,2
2,Não,1,1,1,55,2,1,3,2,4
2,Sim,1,1,3,69,1,1,2,1,1
2,Não,1,2,1,56,1,1,1,1,2
2,Sim,2,1,3,41,2,2,2,4,6
2,Não,1,1,2,27,1,1,2,1,1
2,Sim,1,1,3,42,2,2,2,1,2
2,Não,1,1,1,49,2,1,3,1,1
2,Não,2,1,2,30,2,2,2,1,4
2,Não,1,2,2,26,2,2,2,3,7
2,Não,2,1,5,36,1,1,4,1,1
2,Não,1,2,2,30,1,1,2,2,2
2,Não,1,1,1,45,2,1,4,1,1
2,Não,2,1,2,47,2,1,1,1,1
2,Não,1,2,4,62,2,2,2,1,1
2,Não,1,1,5,53,1,1,2,1,1
2,Não,1,1,3,58,1,1,2,3,2
2,Não,1,2,2,24,2,2,2,1,1
2,Não,1,1,1,22,1,1,2,1,1
2,Sim,1,1,2,40,2,1,2,4,6
2,Não,1,2,2,30,2,2,2,1,2
2,Não,2,1,1,27,2,1,2,1,1
2,Não,2,1,3,36,1,5,2,1,1
2,Não,2,1,3,63,1,1,2,1,1
2,Não,1,1,2,22,2,2,2,3,7
2,Não,1,2,2,78,2,1,2,2,4
2,Não,2,2,1,28,2,1,1,1,1
2,Não,1,1,2,44,1,1,2,1,1
2,Não,1,1,1,61,2,1,1,1,4
2,Não,1,1,2,62,1,1,2,2,1
2,Não,1,1,2,52,2,2,2,1,2
2,Não,1,2,4,50,2,2,2,1,1
2,Não,1,1,2,35,1,1,2,1,1
2,Não,1,1,1,35,2,1,1,1,2
2,Não,1,2,4,49,2,1,1,2,1
2,Não,2,1,1,25,2,1,4,5,1
2,Não,2,1,1,32,2,1,1,3,1
2,Não,1,1,2,25,2,2,2,1,4
2,Não,1,2,3,53,2,2,2,2,2
2,Não,1,2,3,16,1,3,4,3,7
2,Não,2,1,2,26,2,3,4,4,6
2,Não,1,1,1,60,2,1,3,2,1
2,Não,1,1,2,32,2,2,2,1,1
2,Não,2,1,1,42,2,1,3,1,1
2,Não,2,2,2,41,2,2,2,1,4
2,Não,1,2,1,45,2,1,3,2,1
2,Não,2,1,3,19,2,5,4,4,2
2,Não,2,1,2,37,1,1,2,1,1
2,Não,1,1,2,34,1,1,2,1,1
2,Não,1,1,4,53,1,1,2,1,1
2,Não,1,1,1,56,1,1,1,4,1
2,Não,1,2,1,70,2,1,3,2,4
2,Não,1,1,2,32,1,1,2,1,5
2,Não,1,1,2,50,1,1,2,1,1
2,Não,1,1,2,30,1,1,2,4,1
2,Não,1,2,2,22,2,2,2,1,4
2,Não,1,1,2,60,1,1,2,1,2
2,Não,1,1,1,60,2,1,2,2,1
2,Não,1,1,3,50,1,1,2,1,1
2,Sim,2,1,1,28,2,1,2,4,6
2,Não,1,2,2,17,1,5,4,3,1
2,Sim,2,1,1,56,1,1,2,1,2
2,Não,1,2,1,21,2,1,1,1,2
2,Não,1,2,2,29,2,2,2,1,4
2,Não,1,2,2,44,2,1,2,2,1
2,Não,1,1,3,45,1,1,2,2,2
2,Não,1,2,3,22,2,4,2,1,2
2,Não,2,1,4,63,1,1,2,1,1
2,Não,1,1,1,80,1,1,2,1,1
2,Não,1,2,1,30,2,1,3,1,2
2,Não,1,1,2,25,1,1,2,1,1
2,Não,1,2,2,22,1,4,4,1,1
2,Não,2,1,4,27,1,3,4,3,2
2,Não,1,2,3,29,2,4,4,1,1
2,Não,2,2,2,26,1,1,2,1,2
2,Não,1,2,2,42,2,2,2,2,1
2,Não,1,1,2,23,2,2,2,3,1
2,Não,2,1,2,39,2,2,2,1,2
2,Não,1,2,2,19,1,1,2,2,2
2,Não,1,2,2,26,2,2,2,2,1
2,Não,2,1,2,34,1,1,2,1,2
2,Não,1,1,3,38,1,1,2,1,1
2,Não,1,1,2,54,1,1,2,1,1
2,Não,2,1,1,61,2,1,3,1,4
2,Não,1,2,1,71,1,1,1,1,2
2,Não,1,2,2,50,2,1,3,2,1
2,Não,1,2,1,63,2,1,3,2,2
2,Não,1,2,2,19,2,2,2,2,2
2,Não,1,1,5,54,2,1,2,4,2
2,Não,1,2,1,27,2,1,2,1,1
2,Não,1,2,2,27,2,2,2,1,2
2,Não,1,1,3,32,1,5,1,1,1
2,Não,2,2,1,28,2,1,2,2,2
2,Não,1,2,1,65,2,1,3,2,7
2,Não,1,2,4,18,1,4,4,2,4
2,Não,1,1,2,50,2,1,1,1,2
2,Não,1,1,3,60,2,3,3,1,7
2,Não,1,2,2,34,1,1,2,1,1
2,Não,1,1,1,30,1,1,2,1,2
2,Não,2,2,2,23,2,2,2,1,4
2,Não,1,1,5,30,2,2,2,1,1
2,Sim,1,1,2,50,1,1,2,4,6
2,Não,1,2,2,78,1,1,3,2,9
2,Não,2,1,2,35,1,1,2,3,1
2,Não,1,2,2,55,1,1,2,1,1
2,Não,1,2,2,48,1,1,2,1,1
2,Não,1,2,1,40,2,1,4,3,7
2,Não,2,1,6,20,1,4,4,1,1
2,Não,1,2,2,53,1,1,2,1,1
2,Não,1,2,2,26,2,2,2,1,1
2,Não,1,2,3,21,2,4,4,3,4
2,Sim,1,1,2,48,1,1,2,1,1
2,Não,1,2,2,50,1,1,2,2,1
2,Não,1,2,3,16,2,4,4,1,7
2,Não,1,1,2,34,1,1,2,1,2
2,Não,2,1,3,23,1,4,4,3,6
2,Não,1,2,3,40,2,3,3,1,1
2,Não,1,2,2,56,2,2,2,2,1
2,Não,1,1,1,45,2,1,3,2,1
2,Não,1,1,2,43,1,5,4,1,2
2,Não,1,2,1,64,1,1,3,2,1
2,Não,1,2,2,40,2,2,2,2,1
2,Não,1,1,1,35,2,1,2,2,2
2,Não,1,2,4,35,2,4,2,1,1
2,Não,2,1,2,35,2,2,2,1,1
2,Não,1,1,3,28,1,1,2,3,2
2,Não,1,2,2,30,1,1,2,1,1
2,Não,1,1,1,65,1,1,1,2,1
2,Não,2,1,3,18,1,3,4,3,4
2,Não,1,1,1,32,1,1,1,1,1
2,Não,1,2,2,27,2,2,2,1,4
2,Não,1,2,5,25,2,4,2,1,1
2,Não,1,1,1,29,2,1,1,1,2
2,Sim,1,1,1,44,1,1,2,4,1
2,Não,1,1,1,32,2,1,1,1,1
2,Não,2,1,2,36,1,1,2,1,1
2,Não,1,1,2,50,2,2,2,1,1
2,Não,2,1,5,49,1,1,2,1,2
2,Não,1,1,2,61,1,1,2,2,1
2,Não,1,2,6,25,1,4,4,1,1
2,Sim,2,1,2,29,2,2,2,1,7
2,Não,1,1,4,20,2,4,1,2,2
2,Não,1,2,2,26,1,1,2,1,1
2,Não,1,2,5,16,2,3,4,1,4
2,Não,1,1,2,36,1,1,2,1,1
2,Não,1,2,1,70,2,1,3,1,9
2,Não,1,2,2,27,2,2,2,2,1
2,Sim,1,1,3,27,1,4,4,3,2
2,Sim,2,1,2,36,2,1,2,1,2
2,Não,1,2,2,75,1,1,2,2,2
2,Não,1,1,4,43,2,3,3,1,1
2,Não,1,2,5,21,1,3,4,1,2
2,Não,1,2,4,27,2,2,2,1,1
2,Não,1,2,2,61,2,1,3,1,1
2,Não,1,1,2,55,1,1,2,1,1
2,Não,1,2,2,45,2,1,1,1,1
2,Não,1,1,1,30,1,1,1,2,2
2,Não,2,2,2,40,1,1,2,2,2
2,Não,2,1,3,46,1,1,2,1,2
2,Não,1,1,2,39,2,4,1,1,1
2,Não,2,1,4,49,1,4,4,1,4
2,Não,2,1,2,36,1,1,2,4,2
2,Não,2,2,3,16,1,6,4,3,7
2,Não,1,1,1,28,2,1,2,1,4
2,Não,1,1,1,64,2,1,2,2,1
2,Não,1,2,1,51,2,1,2,1,7
2,Não,1,1,1,45,2,1,1,1,1
2,Sim,2,1,1,32,2,1,2,4,6
2,Não,1,2,2,22,1,1,2,2,1
2,Não,1,1,1,36,2,1,1,1,2
2,Não,2,1,4,25,1,5,4,1,2
2,Não,1,2,2,26,2,2,2,2,2
2,Não,1,1,2,30,1,1,2,1,1
2,Não,1,2,2,39,2,2,2,1,1
2,Não,2,1,1,45,2,1,1,1,2
2,Não,2,1,2,39,2,2,2,1,1
2,Não,2,1,6,39,2,1,1,1,1
2,Não,1,1,3,50,2,1,1,1,2
2,Não,2,1,3,29,2,2,2,1,1
2,Não,1,2,2,20,2,2,2,1,1
2,Não,1,2,3,30,2,2,2,2,1
2,Não,1,2,1,58,2,1,3,2,4
2,Não,1,2,2,25,2,2,2,3,1
2,Não,1,2,3,56,2,1,3,1,1
2,Não,1,1,2,62,2,2,2,1,2
2,Não,2,2,2,33,2,2,2,1,2
2,Não,2,1,4,26,1,4,4,4,2
2,Não,1,1,1,26,2,1,2,2,1
2,Sim,2,1,2,22,2,2,2,4,1
2,Não,1,1,3,37,2,2,2,1,1
2,Não,1,2,2,66,1,1,2,1,1
2,Não,1,1,3,18,2,3,4,3,2
2,Não,1,2,2,34,2,2,2,1,1
2,Não,1,2,2,57,1,1,2,4,1
2,Não,1,2,3,77,2,5,3,1,1
2,Sim,2,1,2,23,2,2,2,1,1
2,Não,1,2,1,79,1,1,3,2,1
2,Não,1,2,2,22,2,2,2,1,1
2,Não,1,1,2,42,1,1,2,1,2
2,Não,1,1,6,19,1,4,4,4,2
2,Não,2,1,3,34,2,1,1,1,2
2,Não,1,1,3,20,2,2,2,1,1
2,Não,1,1,4,20,2,4,4,4,4
2,Não,2,2,3,70,1,2,2,2,4
2,Não,1,1,1,65,2,1,1,1,1
2,Não,1,2,2,30,2,2,2,1,2
2,Não,1,2,5,18,1,4,4,1,7
2,Não,1,1,4,21,2,4,4,3,4
2,Não,1,1,5,19,1,3,4,1,1
2,Não,1,2,4,19,2,5,2,1,4
2,Não,1,1,2,31,2,2,2,1,1
2,Não,1,2,1,46,1,1,2,1,1
2,Não,1,2,1,40,2,1,1,2,2
2,Não,1,1,2,53,1,1,2,1,6
2,Não,2,1,2,62,2,2,2,1,7
2,Não,1,1,3,20,1,6,4,1,1
2,Não,2,1,1,20,1,1,4,4,1
2,Não,1,1,2,39,1,1,2,1,2
2,Não,1,1,3,50,2,2,2,1,1
2,Não,1,1,5,52,1,1,2,1,1
2,Não,1,2,2,24,2,2,2,1,1
2,Não,1,1,4,20,1,3,4,2,6
2,Não,1,2,3,45,2,2,2,1,1
2,Não,1,1,2,32,1,2,2,1,2
2,Não,1,1,3,50,1,1,2,1,1
2,Não,1,2,1,30,2,1,1,2,2
2,Não,1,1,2,46,2,2,2,1,1
2,Não,1,2,3,19,1,4,4,3,7
2,Não,1,1,4,18,1,5,4,3,4
2,Não,1,2,4,47,2,2,2,1,1
2,Não,2,1,1,27,1,1,4,1,1
2,Não,1,2,2,42,2,2,2,2,1
2,Não,1,2,2,38,2,1,1,2,2
2,Não,1,2,3,38,2,2,2,2,2
2,Não,2,1,1,48,2,1,3,2,4
2,Não,1,1,1,27,2,1,3,1,1
2,Não,1,2,1,29,2,1,1,1,1
2,Não,2,1,2,25,1,1,2,1,2
2,Não,1,2,2,23,2,2,2,1,1
2,Não,1,2,6,20,2,4,4,1,1
2,Não,1,2,4,19,2,4,1,1,4
2,Não,1,2,2,42,2,2,2,1,1
2,Não,1,1,2,61,2,1,1,1,1
2,Não,2,1,1,27,1,1,1,1,1
2,Não,1,1,1,78,1,1,3,1,1
2,Não,1,1,3,40,2,1,3,1,2
2,Não,1,1,1,27,1,1,2,1,1
2,Não,2,1,2,25,2,2,2,1,7
2,Não,2,1,2,38,1,2,2,1,2
2,Não,1,2,3,40,1,1,2,1,1
2,Sim,2,1,2,37,1,1,2,1,1
2,Não,2,2,2,18,2,2,2,1,4
2,Não,1,2,1,47,2,3,4,1,1
2,Não,1,2,2,47,1,2,2,1,1
2,Não,1,1,1,35,2,1,1,1,1
2,Não,1,1,2,35,1,1,2,1,1
2,Não,1,1,4,22,1,3,4,1,2
2,Não,1,1,2,39,1,1,2,1,1
2,Não,1,2,1,35,1,1,1,1,6
2,Não,1,2,2,69,1,1,2,1,1
2,Não,1,2,4,70,1,3,3,1,2
2,Não,1,2,2,63,2,1,1,2,4
2,Não,1,1,2,63,1,1,2,1,1
2,Não,2,1,2,64,1,1,2,1,1
2,Não,1,1,2,28,2,2,2,4,1
2,Não,1,2,1,23,2,1,2,1,1
2,Não,1,1,2,57,1,1,2,1,1
2,Não,1,1,1,53,2,1,3,1,2
2,Não,2,1,2,71,2,3,3,1,1
2,Não,1,1,1,26,1,5,3,1,2
2,Não,1,1,4,20,2,4,4,3,7
2,Não,1,1,3,37,1,1,2,1,1
2,Não,1,1,2,47,2,1,1,1,1
2,Não,1,1,2,24,2,2,2,1,1
2,Não,2,1,2,27,1,4,4,5,1
2,Não,1,1,2,32,1,1,2,1,1
2,Não,1,2,2,35,1,1,2,1,1
2,Não,2,1,1,27,1,1,2,4,6
2,Não,2,2,1,35,2,1,2,1,1
2,Não,1,1,2,68,2,2,2,2,1
2,Não,2,1,2,52,2,1,3,1,1
2,Não,2,2,2,23,2,3,1,1,1
2,Não,1,1,2,50,1,1,2,1,1
2,Sim,2,1,4,61,2,1,1,3,4
2,Sim,2,1,1,24,1,1,4,5,5
2,Não,1,1,2,38,1,1,2,1,1
2,Não,2,1,4,19,1,4,4,1,2
2,Não,2,1,2,25,1,5,4,5,1
2,Não,1,2,2,32,2,2,2,1,7
2,Não,1,2,2,21,2,2,2,1,4
2,Não,1,1,3,51,1,1,2,1,1
2,Não,2,1,2,45,1,1,2,1,1
2,Não,1,2,1,65,2,1,1,2,9
2,Não,1,1,2,29,1,1,2,1,1
2,Sim,2,1,3,35,2,4,1,1,2
2,Não,1,2,2,48,1,1,2,1,2
2,Não,1,2,3,36,2,2,2,1,1
2,Não,2,1,2,70,2,1,3,2,9
2,Não,2,1,2,28,1,1,2,3,1
2,Não,1,1,1,35,1,1,2,1,1
2,Não,1,1,1,24,2,1,1,1,2
2,Não,1,2,3,70,2,2,2,2,1
2,Não,2,1,4,53,1,6,3,1,2
2,Não,1,2,2,37,2,1,2,1,1
2,Não,1,1,2,42,1,1,2,1,1
2,Não,2,2,2,27,2,2,2,3,1
2,Não,1,2,2,24,2,2,2,2,1
2,Sim,1,1,3,36,2,1,3,4,6
2,Não,1,2,2,25,1,1,2,1,1
2,Não,2,1,3,45,2,2,2,1,4
2,Não,1,1,3,46,2,1,2,1,2
2,Não,2,2,2,32,1,4,4,1,2
2,Não,2,2,2,57,2,1,2,3,1
2,Não,1,1,2,34,2,2,2,1,1
2,Não,2,1,4,34,2,2,2,2,1
2,Não,1,2,2,29,2,2,2,1,2
2,Não,1,2,1,46,2,1,1,1,4
2,Não,1,1,2,31,1,1,2,2,1
2,Não,1,2,1,38,1,1,4,2,2
2,Não,1,1,2,52,2,1,1,1,2
2,Sim,1,1,2,50,1,1,2,4,1
2,Não,1,1,3,32,2,1,2,1,1
2,Não,2,1,2,31,2,2,2,1,2
2,Não,1,1,2,45,2,1,2,1,1
2,Não,2,1,2,50,1,1,2,1,1
2,Não,1,1,2,33,1,1,2,1,1
2,Não,1,1,2,17,1,4,4,1,1
2,Não,1,1,2,30,1,2,2,1,1
2,Não,1,1,6,47,1,3,2,1,1
2,Não,1,2,2,82,1,1,2,2,1
2,Não,1,1,2,24,2,2,2,1,1
2,Não,1,2,2,42,1,1,2,1,2
2,Não,1,2,1,63,2,1,3,2,4
2,Sim,2,1,2,49,1,1,2,1,1
2,Não,1,1,2,25,2,2,2,1,4
2,Sim,1,2,2,44,1,1,2,1,1
2,Não,1,2,2,30,2,2,2,2,1
2,Não,1,1,5,69,1,1,2,1,1
2,Não,1,1,1,40,1,1,3,1,1
2,Não,1,1,2,36,2,2,2,1,1
2,Não,1,2,2,32,1,1,2,1,1
2,Não,2,1,7,33,2,4,2,4,4
2,Não,1,1,1,49,1,1,2,1,1
2,Não,1,2,2,60,2,2,2,2,1
2,Não,2,1,3,40,1,1,2,1,6
2,Não,2,1,4,40,1,6,2,2,6
2,Não,1,1,3,38,1,1,2,1,1
2,Não,1,1,2,29,1,1,2,3,2
2,Não,1,1,3,18,1,4,4,1,1
2,Não,1,1,3,37,2,2,1,1,1
2,Sim,2,1,2,23,1,1,2,3,1
2,Não,1,2,2,69,2,1,3,2,1
2,Não,1,1,1,35,1,1,2,2,1
2,Não,1,2,4,69,2,3,3,2,4
2,Não,1,1,4,48,1,1,2,2,1
2,Não,1,2,1,40,2,1,2,2,1
2,Não,1,2,2,18,2,2,2,1,4
2,Não,1,2,1,40,1,1,1,1,1
2,Não,2,1,2,27,2,2,2,3,4
2,Não,1,1,2,17,1,5,4,3,4
2,Não,1,2,2,26,2,2,2,1,1
2,Não,1,1,2,38,2,2,2,1,1
2,Não,1,1,2,29,2,2,2,1,7
2,Não,2,1,2,35,2,1,1,1,1
2,Sim,2,1,2,24,1,3,4,4,2
2,Não,1,2,2,29,2,2,2,1,1
2,Não,1,2,1,50,1,1,3,1,1
2,Não,1,1,4,52,2,2,2,1,1
2,Não,2,1,1,41,2,1,2,1,2
2,Não,1,1,2,35,2,1,2,1,1
2,Não,1,2,3,82,2,3,3,1,9
2,Não,1,2,2,61,1,1,2,1,2
2,Não,2,2,2,22,2,2,2,3,1
2,Não,1,2,2,34,2,2,2,3,1
2,Não,1,2,2,23,2,2,2,1,1
2,Não,1,1,2,20,1,3,4,1,2
2,Sim,1,1,2,31,2,2,2,5,6
2,Não,2,2,3,17,2,3,4,3,7
2,Não,1,2,1,37,2,1,2,1,2
2,Não,1,1,5,63,1,1,2,1,1
2,Sim,2,1,3,32,1,1,2,5,6
2,Não,1,1,2,27,2,2,2,1,1
2,Não,2,1,2,25,2,2,2,5,1
2,Não,2,1,2,20,1,5,4,1,1
2,Não,1,2,3,44,2,1,1,1,1
2,Não,1,1,2,26,1,1,2,1,1
2,Não,1,2,1,72,2,1,3,2,4
2,Não,1,1,2,43,1,1,2,1,1
2,Não,1,1,4,53,2,2,2,1,1
2,Sim,1,1,3,70,1,1,2,4,9
2,Não,1,1,4,24,2,3,4,2,1
2,Não,1,1,2,29,1,1,4,1,1
2,Não,2,1,2,40,2,2,2,1,6
2,Não,1,1,2,75,1,1,2,2,9
2,Não,1,1,2,68,2,1,2,1,4
2,Não,1,2,8,20,1,4,4,2,2
2,Não,1,2,1,30,2,1,2,1,2
2,Não,1,1,4,42,1,1,2,1,1
2,Não,1,2,5,48,1,1,2,1,1
2,Não,2,2,1,42,2,1,1,4,4
2,Não,1,2,1,39,2,1,2,2,1
2,Não,1,1,2,51,2,1,2,1,1
2,Não,2,2,3,17,1,4,4,3,7
2,Não,1,2,2,21,2,2,2,1,4
2,Não,1,2,4,70,1,1,2,2,1
2,Não,1,2,3,22,2,4,4,1,1
2,Não,2,1,2,34,2,2,2,4,2
2,Não,1,2,2,23,2,2,2,2,1
2,Não,1,2,2,22,2,2,2,2,4
2,Não,1,1,2,33,1,1,2,1,1
2,Não,1,2,1,58,2,1,3,1,9
2,Não,1,1,2,40,1,1,2,2,1
2,Não,2,1,1,25,2,1,4,4,1
2,Não,1,2,6,55,1,1,2,1,1
2,Não,1,1,2,45,2,2,2,1,1
2,Sim,1,1,2,35,1,1,2,1,6
2,Não,1,1,5,26,2,4,4,1,1
2,Não,1,2,3,46,2,1,2,1,1
2,Sim,2,1,1,28,1,1,2,4,6
2,Não,1,2,2,24,2,2,2,1,1
2,Não,2,1,2,19,2,2,2,1,7
2,Não,2,1,3,19,2,3,4,4,4
2,Não,1,2,5,50,2,2,2,1,4
2,Não,1,2,1,23,2,1,3,1,1
2,Não,2,1,1,34,1,1,2,1,1
2,Não,2,1,1,33,2,1,1,1,2
2,Não,1,1,2,25,1,1,2,3,2
2,Sim,1,1,1,30,1,1,1,1,1
2,Não,1,1,3,18,1,4,4,1,1
2,Não,2,2,2,27,1,1,2,1,1
2,Não,1,2,2,60,2,2,2,2,1
2,Não,1,1,6,20,2,4,4,4,7
2,Sim,2,1,7,21,1,4,4,4,6
2,Não,1,1,1,38,2,1,2,4,2
2,Não,1,2,2,33,2,2,2,1,2
2,Não,1,2,2,43,1,1,2,1,1
2,Não,2,1,2,24,2,2,2,1,7
2,Não,1,2,2,57,1,1,2,1,1
2,Não,1,2,2,36,2,1,3,1,2
2,Não,2,1,1,26,2,1,4,1,6
2,Não,1,2,2,25,2,2,2,1,1
2,Não,1,1,2,18,1,4,2,2,1
2,Não,2,1,3,36,1,1,2,4,6
2,Não,1,2,6,17,2,3,4,3,7
2,Não,1,1,2,39,1,1,2,1,1
2,Não,1,1,2,42,1,1,2,1,1
2,Não,2,1,5,34,2,4,2,5,2
2,Sim,2,1,2,30,2,2,2,1,4
2,Não,1,2,2,51,2,2,2,2,1
2,Não,1,1,4,63,1,1,2,2,1
2,Não,1,2,2,24,1,1,2,1,2
2,Não,1,2,3,49,2,2,2,1,1
2,Não,1,2,2,25,1,1,2,1,2
2,Não,1,2,2,65,1,1,2,1,1
2,Não,1,1,1,23,1,1,2,1,2
2,Não,1,1,4,62,1,1,2,1,1
2,Sim,2,1,2,39,2,2,2,3,2
2,Não,2,2,3,16,1,4,4,1,2
2,Não,1,1,2,30,1,1,2,1,1
2,Não,1,1,2,23,1,1,2,3,1
2,Não,2,2,2,22,2,2,2,1,1
2,Não,1,2,2,70,1,1,2,1,1
2,Sim,2,1,1,35,1,1,4,5,6
2,Sim,2,1,2,56,1,1,2,5,6
2,Não,2,1,2,25,2,2,2,4,4
2,Não,1,1,2,27,2,2,2,1,1
2,Não,2,1,1,27,2,1,1,1,2
2,Não,1,1,2,25,2,2,2,1,4
2,Não,1,1,2,24,2,2,2,1,1
2,Não,1,1,3,20,1,3,4,1,1
2,Não,1,1,2,60,2,2,2,2,1
2,Sim,2,1,2,51,1,1,2,4,1
2,Não,1,2,2,28,1,1,2,1,1
2,Não,1,1,2,38,1,1,2,1,2
2,Não,1,2,2,23,2,2,2,1,1
2,Não,1,2,7,20,2,4,1,1,4
2,Não,1,2,3,18,2,4,4,1,2
2,Sim,1,1,2,36,1,1,2,1,1
2,Não,2,1,2,18,1,5,4,4,2
2,Não,1,2,1,33,2,2,2,1,1
2,Não,1,1,2,48,2,2,2,1,1
2,Não,1,2,1,16,1,4,4,1,1
2,Não,1,1,2,42,2,2,2,1,1
2,Não,1,1,3,54,2,2,2,1,1
2,Sim,2,1,1,30,2,1,4,4,6
2,Não,1,2,1,22,1,1,4,1,1
2,Não,1,2,3,60,1,5,1,1,1
2,Não,1,2,3,17,1,5,4,3,1
2,Não,1,2,1,70,2,1,3,2,2
2,Não,1,2,2,47,1,4,4,2,1
2,Não,2,2,1,18,1,1,4,1,1
2,Não,1,1,4,33,2,2,2,1,1
2,Não,1,1,2,27,1,1,2,1,1
2,Não,1,1,2,38,2,2,2,1,1
2,Não,1,1,3,18,1,4,4,4,4
2,Não,1,2,2,30,1,1,2,3,2
2,Não,1,2,2,25,1,3,2,1,2
2,Não,1,1,3,35,2,2,2,2,1
2,Não,1,2,3,60,1,1,2,1,1
2,Sim,2,1,2,34,2,2,2,5,6
2,Não,1,2,2,68,2,1,3,2,1
2,Não,1,1,3,18,1,4,4,4,2
2,Sim,1,1,5,38,1,4,2,1,1
2,Sim,1,1,6,26,2,1,2,1,4
2,Não,2,1,1,33,2,1,3,1,2
